Counter({1: 283, 0: 188, 2: 67})
 96/300 trn-loss-MF: 0.6953  trn-loss-MF: 0.6953 trn-loss-MF: 0.6953 trn-auc: 0.9231  acc: 0.8699 val-auc: 0.8755  acc: 0.8167
 97/300 trn-loss-MF: 0.3094  trn-loss-MF: 0.3094 trn-loss-MF: 0.3094 trn-auc: 0.8879  acc: 0.8383 val-auc: 0.8613  acc: 0.8333
 98/300 trn-loss-MF: 0.3968  trn-loss-MF: 0.3968 trn-loss-MF: 0.3968 trn-auc: 0.8708  acc: 0.7677 val-auc: 0.8485  acc: 0.7167
 99/300 trn-loss-MF: 0.4894  trn-loss-MF: 0.4894 trn-loss-MF: 0.4894 trn-auc: 0.8277  acc: 0.7249 val-auc: 0.8390  acc: 0.7167
100/300 trn-loss-MF: 0.5267  trn-loss-MF: 0.5267 trn-loss-MF: 0.5267 trn-auc: 0.8931  acc: 0.8160 val-auc: 0.8328  acc: 0.7000
101/300 trn-loss-MF: 0.3723  trn-loss-MF: 0.3723 trn-loss-MF: 0.3723 trn-auc: 0.9006  acc: 0.8829 val-auc: 0.8080  acc: 0.7667
102/300 trn-loss-MF: 0.3810  trn-loss-MF: 0.3810 trn-loss-MF: 0.3810 trn-auc: 0.9056  acc: 0.8532 val-auc: 0.7972  acc: 0.7000
103/300 trn-loss-MF: 0.3708  trn-loss-MF: 0.3708 trn-loss-MF: 0.3708 trn-auc: 0.9127  acc: 0.8494 val-auc: 0.8421  acc: 0.7500
104/300 trn-loss-MF: 0.3447  trn-loss-MF: 0.3447 trn-loss-MF: 0.3447 trn-auc: 0.9218  acc: 0.8792 val-auc: 0.8184  acc: 0.7500
105/300 trn-loss-MF: 0.3344  trn-loss-MF: 0.3344 trn-loss-MF: 0.3344 trn-auc: 0.9393  acc: 0.9182 val-auc: 0.8636  acc: 0.8333
106/300 trn-loss-MF: 0.3235  trn-loss-MF: 0.3235 trn-loss-MF: 0.3235 trn-auc: 0.9427  acc: 0.9164 val-auc: 0.8458  acc: 0.8000
107/300 trn-loss-MF: 0.3038  trn-loss-MF: 0.3038 trn-loss-MF: 0.3038 trn-auc: 0.9429  acc: 0.9164 val-auc: 0.8672  acc: 0.8000
108/300 trn-loss-MF: 0.2798  trn-loss-MF: 0.2798 trn-loss-MF: 0.2798 trn-auc: 0.9488  acc: 0.9201 val-auc: 0.8767  acc: 0.8167
109/300 trn-loss-MF: 0.2587  trn-loss-MF: 0.2587 trn-loss-MF: 0.2587 trn-auc: 0.9551  acc: 0.9257 val-auc: 0.8767  acc: 0.8167
110/300 trn-loss-MF: 0.2381  trn-loss-MF: 0.2381 trn-loss-MF: 0.2381 trn-auc: 0.9632  acc: 0.9461 val-auc: 0.8370  acc: 0.8000
111/300 trn-loss-MF: 0.2206  trn-loss-MF: 0.2206 trn-loss-MF: 0.2206 trn-auc: 0.9260  acc: 0.8773 val-auc: 0.8118  acc: 0.7500
112/300 trn-loss-MF: 0.2888  trn-loss-MF: 0.2888 trn-loss-MF: 0.2888 trn-auc: 0.9655  acc: 0.9480 val-auc: 0.8592  acc: 0.8333
113/300 trn-loss-MF: 0.1931  trn-loss-MF: 0.1931 trn-loss-MF: 0.1931 trn-auc: 0.9573  acc: 0.9442 val-auc: 0.8759  acc: 0.8667
114/300 trn-loss-MF: 0.2175  trn-loss-MF: 0.2175 trn-loss-MF: 0.2175 trn-auc: 0.9752  acc: 0.9628 val-auc: 0.8708  acc: 0.8500
115/300 trn-loss-MF: 0.1591  trn-loss-MF: 0.1591 trn-loss-MF: 0.1591 trn-auc: 0.9651  acc: 0.9480 val-auc: 0.8803  acc: 0.8667
116/300 trn-loss-MF: 0.1788  trn-loss-MF: 0.1788 trn-loss-MF: 0.1788 trn-auc: 0.9720  acc: 0.9591 val-auc: 0.8708  acc: 0.8500
117/300 trn-loss-MF: 0.1569  trn-loss-MF: 0.1569 trn-loss-MF: 0.1569 trn-auc: 0.9471  acc: 0.9182 val-auc: 0.8363  acc: 0.7833
118/300 trn-loss-MF: 0.2229  trn-loss-MF: 0.2229 trn-loss-MF: 0.2229 trn-auc: 0.9615  acc: 0.9461 val-auc: 0.8140  acc: 0.7500
119/300 trn-loss-MF: 0.1756  trn-loss-MF: 0.1756 trn-loss-MF: 0.1756 trn-auc: 0.9673  acc: 0.9535 val-auc: 0.8792  acc: 0.8667
120/300 trn-loss-MF: 0.1569  trn-loss-MF: 0.1569 trn-loss-MF: 0.1569 trn-auc: 0.9746  acc: 0.9628 val-auc: 0.8865  acc: 0.8833
121/300 trn-loss-MF: 0.1421  trn-loss-MF: 0.1421 trn-loss-MF: 0.1421 trn-auc: 0.9737  acc: 0.9647 val-auc: 0.8653  acc: 0.8500
122/300 trn-loss-MF: 0.1497  trn-loss-MF: 0.1497 trn-loss-MF: 0.1497 trn-auc: 0.9818  acc: 0.9721 val-auc: 0.8613  acc: 0.8333
123/300 trn-loss-MF: 0.1110  trn-loss-MF: 0.1110 trn-loss-MF: 0.1110 trn-auc: 0.9788  acc: 0.9721 val-auc: 0.8697  acc: 0.8500
124/300 trn-loss-MF: 0.1142  trn-loss-MF: 0.1142 trn-loss-MF: 0.1142 trn-auc: 0.9754  acc: 0.9591 val-auc: 0.8647  acc: 0.8333
125/300 trn-loss-MF: 0.1206  trn-loss-MF: 0.1206 trn-loss-MF: 0.1206 trn-auc: 0.9578  acc: 0.9424 val-auc: 0.8845  acc: 0.8500
126/300 trn-loss-MF: 0.1847  trn-loss-MF: 0.1847 trn-loss-MF: 0.1847 trn-auc: 0.8947  acc: 0.8216 val-auc: 0.8649  acc: 0.8000
127/300 trn-loss-MF: 0.4090  trn-loss-MF: 0.4090 trn-loss-MF: 0.4090 trn-auc: 0.9037  acc: 0.8383 val-auc: 0.8566  acc: 0.7833
128/300 trn-loss-MF: 0.3669  trn-loss-MF: 0.3669 trn-loss-MF: 0.3669 trn-auc: 0.8657  acc: 0.8104 val-auc: 0.8777  acc: 0.8167
129/300 trn-loss-MF: 0.4912  trn-loss-MF: 0.4912 trn-loss-MF: 0.4912 trn-auc: 0.9057  acc: 0.8625 val-auc: 0.8861  acc: 0.8333
130/300 trn-loss-MF: 0.3700  trn-loss-MF: 0.3700 trn-loss-MF: 0.3700 trn-auc: 0.8891  acc: 0.8717 val-auc: 0.8723  acc: 0.8500
131/300 trn-loss-MF: 0.4083  trn-loss-MF: 0.4083 trn-loss-MF: 0.4083 trn-auc: 0.9207  acc: 0.8903 val-auc: 0.8748  acc: 0.8667
132/300 trn-loss-MF: 0.3110  trn-loss-MF: 0.3110 trn-loss-MF: 0.3110 trn-auc: 0.9139  acc: 0.8476 val-auc: 0.8335  acc: 0.7667
133/300 trn-loss-MF: 0.3537  trn-loss-MF: 0.3537 trn-loss-MF: 0.3537 trn-auc: 0.8949  acc: 0.8290 val-auc: 0.8335  acc: 0.7667
134/300 trn-loss-MF: 0.3996  trn-loss-MF: 0.3996 trn-loss-MF: 0.3996 trn-auc: 0.8289  acc: 0.7007 val-auc: 0.7709  acc: 0.6667
135/300 trn-loss-MF: 0.4768  trn-loss-MF: 0.4768 trn-loss-MF: 0.4768 trn-auc: 0.8474  acc: 0.7454 val-auc: 0.7749  acc: 0.6833
136/300 trn-loss-MF: 0.4512  trn-loss-MF: 0.4512 trn-loss-MF: 0.4512 trn-auc: 0.9253  acc: 0.8773 val-auc: 0.8432  acc: 0.7833
137/300 trn-loss-MF: 0.3126  trn-loss-MF: 0.3126 trn-loss-MF: 0.3126 trn-auc: 0.8683  acc: 0.8439 val-auc: 0.7339  acc: 0.7167
138/300 trn-loss-MF: 0.4413  trn-loss-MF: 0.4413 trn-loss-MF: 0.4413 trn-auc: 0.9028  acc: 0.8290 val-auc: 0.7951  acc: 0.7000
139/300 trn-loss-MF: 0.3534  trn-loss-MF: 0.3534 trn-loss-MF: 0.3534 trn-auc: 0.9081  acc: 0.8439 val-auc: 0.8424  acc: 0.8000
140/300 trn-loss-MF: 0.3241  trn-loss-MF: 0.3241 trn-loss-MF: 0.3241 trn-auc: 0.9407  acc: 0.9071 val-auc: 0.8887  acc: 0.8833
141/300 trn-loss-MF: 0.3106  trn-loss-MF: 0.3106 trn-loss-MF: 0.3106 trn-auc: 0.8954  acc: 0.8420 val-auc: 0.8051  acc: 0.7333
142/300 trn-loss-MF: 0.3619  trn-loss-MF: 0.3619 trn-loss-MF: 0.3619 trn-auc: 0.8999  acc: 0.8736 val-auc: 0.8443  acc: 0.8333
143/300 trn-loss-MF: 0.3730  trn-loss-MF: 0.3730 trn-loss-MF: 0.3730 trn-auc: 0.9136  acc: 0.8699 val-auc: 0.9050  acc: 0.8667
144/300 trn-loss-MF: 0.3045  trn-loss-MF: 0.3045 trn-loss-MF: 0.3045 trn-auc: 0.9277  acc: 0.8792 val-auc: 0.8672  acc: 0.8000
145/300 trn-loss-MF: 0.2869  trn-loss-MF: 0.2869 trn-loss-MF: 0.2869 trn-auc: 0.9297  acc: 0.8810 val-auc: 0.8850  acc: 0.8333
146/300 trn-loss-MF: 0.2525  trn-loss-MF: 0.2525 trn-loss-MF: 0.2525 trn-auc: 0.9392  acc: 0.9238 val-auc: 0.8798  acc: 0.8833
147/300 trn-loss-MF: 0.2696  trn-loss-MF: 0.2696 trn-loss-MF: 0.2696 trn-auc: 0.8857  acc: 0.8067 val-auc: 0.8151  acc: 0.7500
148/300 trn-loss-MF: 0.3573  trn-loss-MF: 0.3573 trn-loss-MF: 0.3573 trn-auc: 0.9106  acc: 0.8476 val-auc: 0.8446  acc: 0.8000
149/300 trn-loss-MF: 0.3051  trn-loss-MF: 0.3051 trn-loss-MF: 0.3051 trn-auc: 0.9098  acc: 0.8810 val-auc: 0.8537  acc: 0.8333
150/300 trn-loss-MF: 0.3245  trn-loss-MF: 0.3245 trn-loss-MF: 0.3245 trn-auc: 0.9480  acc: 0.9201 val-auc: 0.8898  acc: 0.8833
151/300 trn-loss-MF: 0.2227  trn-loss-MF: 0.2227 trn-loss-MF: 0.2227 trn-auc: 0.9167  acc: 0.8699 val-auc: 0.8275  acc: 0.7833
152/300 trn-loss-MF: 0.2723  trn-loss-MF: 0.2723 trn-loss-MF: 0.2723 trn-auc: 0.9215  acc: 0.8736 val-auc: 0.8318  acc: 0.7833
